L1,L2,L1_natoms,L2_natoms,mcss,_,_,_,_
3NXO,4QHV,24,23,9,0,,,False
3NXR,3NXT,24,24,21,0,,,False
3NXR,3NXV,24,25,24,0,,,False
3NXR,3NXY,24,25,24,0,,,False
3NXR,4DDR,24,26,11,0,,,False
3NXR,4KAK,24,28,10,0,,,False
3NXR,4KBN,24,25,9,0,,,False
3NXR,4KD7,24,27,9,0,,,False
3NXR,4M6L,24,32,8,0,,,False
3NXR,4QHV,24,23,9,0,,,False
3NXT,3NXV,24,25,21,0,,,False
3NXT,3NXY,24,25,21,0,,,False
3NXT,4DDR,24,26,10,0,,,False
3NXT,4KAK,24,28,8,0,,,False
3NXT,4KBN,24,25,8,0,,,False
3NXT,4KD7,24,27,8,0,,,False
3NXT,4M6L,24,32,8,0,,,False
3NXT,4QHV,24,23,8,0,,,False
3NXV,3NXY,25,25,24,0,,,False
3NXV,4DDR,25,26,11,0,,,False
3NXV,4KAK,25,28,10,0,,,False
3NXV,4KBN,25,25,9,0,,,False
3NXV,4KD7,25,27,9,0,,,False
3NXV,4M6L,25,32,8,0,,,False
3NXV,4QHV,25,23,9,0,,,False
3NXY,4DDR,25,26,11,0,,,False
3NXY,4KAK,25,28,10,0,,,False
3NXY,4KBN,25,25,9,0,,,False
3NXY,4KD7,25,27,9,0,,,False
3NXY,4M6L,25,32,8,0,,,False
3NXY,4QHV,25,23,9,0,,,False
4DDR,4KAK,26,28,9,0,,,False
4DDR,4KBN,26,25,9,0,,,False
4DDR,4KD7,26,27,9,0,,,False
4DDR,4M6L,26,32,8,0,,,False
4DDR,4QHV,26,23,8,0,,,False
4KAK,4KBN,28,25,22,0,,,False
4KAK,4KD7,28,27,27,0,,,False
4KAK,4M6L,28,32,9,0,,,False
4KAK,4QHV,28,23,9,0,,,False
4KBN,4KD7,25,27,22,0,,,False
4KBN,4M6L,25,32,9,0,,,False
4KBN,4QHV,25,23,8,0,,,False
4KD7,4M6L,27,32,9,0,,,False
4KD7,4QHV,27,23,8,0,,,False
4M6L,4QHV,32,23,11,0,,,False
